Time,data
1699458430.050381,False
1699458430.097877,False
1699458430.1444242,False
1699458430.1921659,False
1699458430.2401087,False
1699458430.2855916,True
1699458430.3316596,True
1699458430.378581,True
1699458430.4202366,True
1699458430.4771774,True
1699458430.5033426,True
1699458430.5589492,True
1699458430.601285,True
1699458430.6362793,True
1699458430.682329,True
1699458430.7277713,True
1699458430.775805,True
1699458430.8234365,True
1699458430.870945,True
1699458430.9160416,True
1699458430.962029,True
1699458431.0093453,True
1699458431.0569599,True
1699458431.1040015,True
1699458431.1495883,True
1699458431.1972718,True
1699458431.2431498,True
1699458431.291778,True
1699458431.3381617,True
1699458431.3842323,True
1699458431.4310284,True
1699458431.477906,True
1699458431.5254552,True
1699458431.5734127,True
1699458431.6218421,True
1699458431.667607,True
1699458431.7144945,True
1699458431.760542,True
1699458431.8071892,True
1699458431.852563,True
1699458431.8999271,True
1699458431.946326,True
1699458431.993258,True
1699458432.041371,True
1699458432.0865798,True
1699458432.1338463,True
1699458432.1807404,True
1699458432.2273037,True
1699458432.2772422,True
1699458432.3243744,True
1699458432.3688514,True
1699458432.4149673,True
1699458432.4614446,True
1699458432.5093367,True
1699458432.5573378,True
1699458432.6033652,True
1699458432.6500676,True
1699458432.6971862,True
1699458432.7436867,True
1699458432.7908673,True
1699458432.8372798,True
1699458432.8842697,True
1699458432.9312997,True
1699458432.978507,True
1699458433.0274298,True
1699458433.0785747,True
1699458433.1239927,True
1699458433.161752,True
1699458433.187717,True
1699458433.2373726,True
1699458433.2828443,True
1699458433.3278124,True
1699458433.3752062,True
1699458433.4228268,True
1699458433.4686508,True
1699458433.5155451,True
1699458433.5640059,True
1699458433.612061,True
1699458433.6718643,True
1699458433.717469,True
1699458433.7532892,True
1699458433.800312,True
1699458433.84521,True
1699458433.8921745,True
