Time,data
1699458430.050364,-1.0
1699458430.097783,-1.0
1699458430.144419,-1.0
1699458430.1920793,-1.0
1699458430.240118,-1.0
1699458430.285551,-1.0
1699458430.3316393,-1.0
1699458430.3784587,-1.0
1699458430.4201472,-1.0
1699458430.4771006,-1.0
1699458430.503353,-1.0
1699458430.5589051,-1.0
1699458430.6013741,-1.0
1699458430.6362813,-1.0
1699458430.6821682,-1.0
1699458430.7275999,-1.0
1699458430.775515,-1.0
1699458430.823444,-1.0
1699458430.8709137,-1.0
1699458430.9161322,-1.0
1699458430.961925,-1.0
1699458431.0093393,-1.0
1699458431.056957,-1.0
1699458431.1038072,-1.0
1699458431.149439,-1.0
1699458431.1970198,-1.0
1699458431.2431498,-1.0
1699458431.2918181,-1.0
1699458431.3377671,-1.0
1699458431.3842273,-1.0
1699458431.4311771,-1.0
1699458431.4778488,-1.0
1699458431.5254245,-1.0
1699458431.5733604,-1.0
1699458431.6218514,-1.0
1699458431.6677923,-1.0
1699458431.7143786,-1.0
1699458431.7605345,-1.0
1699458431.8068292,-1.0
1699458431.852565,-1.0
1699458431.90006,-1.0
1699458431.9468117,-1.0
1699458431.9933577,-1.0
1699458432.0413883,-1.0
1699458432.0867252,-1.0
1699458432.1339402,-1.0
1699458432.180737,-1.0
1699458432.2273183,-1.0
1699458432.2772548,-1.0
1699458432.3244727,-1.0
1699458432.3688514,-1.0
1699458432.4147582,-1.0
1699458432.461426,-1.0
1699458432.509377,-1.0
1699458432.5571904,-1.0
1699458432.6032825,-1.0
1699458432.6500583,-1.0
1699458432.6971223,-1.0
1699458432.7438304,-1.0
1699458432.7906694,-1.0
1699458432.8371823,-1.0
1699458432.8840249,-1.0
1699458432.9310932,-1.0
1699458432.9785197,-1.0
1699458433.0275536,-1.0
1699458433.0784976,-1.0
1699458433.1240358,-1.0
1699458433.1617546,-1.0
1699458433.1875336,-1.0
1699458433.2374125,-1.0
1699458433.2828248,-1.0
1699458433.3277023,-1.0
1699458433.375102,-1.0
1699458433.422635,-1.0
1699458433.468481,-1.0
1699458433.515642,-1.0
1699458433.5640008,-1.0
1699458433.6120563,-1.0
1699458433.6717765,-1.0
1699458433.7175925,-1.0
1699458433.7532828,-1.0
1699458433.8001423,-1.0
1699458433.845211,-1.0
1699458433.8922646,-1.0
