Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,point.x,point.y,point.z
1699458146.7612767,1,1699458104,801195700,,139.8588498879761,139.17749564351507,0.0
1699458146.807865,2,1699458104,847980600,,139.82509316770185,139.23552795031057,0.0
1699458146.854401,3,1699458104,894947600,,139.8457526080477,139.2106308991555,0.0
1699458146.9019427,4,1699458104,941809700,,139.89430489927878,139.2118875901517,0.0
1699458146.9482853,5,1699458104,988486600,,139.80054644808743,139.19597615499254,0.0
1699458146.9959388,6,1699458105,35555000,,139.89154228855722,139.18432835820894,0.0
1699458147.0453904,7,1699458105,83243000,,139.81277971158627,139.191447041273,0.0
1699458147.0908368,8,1699458105,131181900,,139.87524850894633,139.20427435387674,0.0
1699458147.1328495,9,1699458105,172737500,,139.83051689860835,139.18663021868787,0.0
1699458147.188649,10,1699458105,227961700,,139.89410887397466,139.2110365398956,0.0
1699458147.229421,11,1699458105,268711700,,139.83963202386872,139.19020387866732,0.0
1699458147.2578073,12,1699458105,297161300,,139.82205077152813,139.20482827277252,0.0
1699458147.3062847,13,1699458105,346517300,,139.82923191648024,139.18120805369128,0.0
1699458147.351695,14,1699458105,391779700,,139.85430134261563,139.21158627548482,0.0
1699458147.3979216,15,1699458105,438294000,,139.84410740924912,139.21829935355544,0.0
1699458147.4446611,16,1699458105,485234600,,139.82521133764297,139.21332670313276,0.0
1699458147.4913416,17,1699458105,531855000,,139.99377334993773,139.18704856787048,0.0
1699458147.538348,18,1699458105,579027000,,140.86920777279522,139.296711509716,0.0
1699458147.5853584,19,1699458105,625634600,,142.04411027568923,139.45087719298246,0.0
1699458147.6319296,20,1699458105,672464400,,142.71604010025064,139.59097744360903,0.0
1699458147.6788225,21,1699458105,719253900,,143.84596023156305,139.70928769192045,0.0
1699458147.725787,22,1699458105,766156600,,145.18564231738034,140.00125944584383,0.0
1699458147.7727652,23,1699458105,813183900,,147.09364717792963,140.23892685396103,0.0
1699458147.8198752,24,1699458105,860275600,,151.05415811088295,140.85010266940452,0.0
1699458147.8665297,25,1699458105,906908900,,154.65660770031218,141.34131113423518,0.0
1699458147.9146206,26,1699458105,954925200,,158.00555702566817,141.72082561524212,0.0
1699458147.9609525,27,1699458106,1395800,,160.70845637583892,141.9970469798658,0.0
1699458148.0070856,28,1699458106,47485100,,162.20778168062685,142.25614698730072,0.0
1699458148.0543501,29,1699458106,94879300,,162.72004357298474,142.18709150326796,0.0
1699458148.1005661,30,1699458106,141101900,,163.21623093681916,142.39460784313727,0.0
1699458148.147427,31,1699458106,187889500,,163.20810663764962,142.36235038084874,0.0
1699458148.19417,32,1699458106,234625000,,163.34824106899373,142.3861467139351,0.0
1699458148.2414167,33,1699458106,281937200,,163.3005167255915,142.33750339951047,0.0
1699458148.2876658,34,1699458106,328299800,,163.32134096484054,142.37258108476425,0.0
1699458148.3352816,35,1699458106,375659200,,162.92960043490078,142.3027996738244,0.0
1699458148.3819158,36,1699458106,422269600,,162.66521383819122,142.22473440479433,0.0
1699458148.4293606,37,1699458106,469717900,,161.31772935162766,142.09066451439332,0.0
1699458148.4778023,38,1699458106,517422400,,160.6966684578184,142.00483610961848,0.0
1699458148.5257866,39,1699458106,565255900,,160.6060606060606,141.99570930544382,0.0
1699458148.5701935,40,1699458106,610434300,,159.3697098749002,141.80889007186585,0.0
1699458148.6164358,41,1699458106,657058700,,157.68931782125858,141.53992596509784,0.0
1699458148.6636086,42,1699458106,704183000,,156.22050745487837,141.4070102014125,0.0
1699458148.7104268,43,1699458106,750835100,,154.2396265560166,141.0902489626556,0.0
1699458148.7572198,44,1699458106,797779000,,150.15447154471545,140.69232723577235,0.0
1699458148.8040447,45,1699458106,844572600,,144.38830845771145,140.01417910447762,0.0
1699458148.8516335,46,1699458106,891766100,,136.64290944593606,139.2640956797657,0.0
1699458148.8978217,47,1699458106,938282700,,127.27680498920604,138.30103142240344,0.0
1699458148.945689,48,1699458106,985959300,,116.15706430791298,137.19842218503467,0.0
1699458148.9916918,49,1699458107,32032000,,102.61605206073753,136.05615811038805,0.0
1699458149.0385995,50,1699458107,78968300,,86.7711329800656,134.48523845571538,0.0
1699458149.0853636,51,1699458107,125808800,,73.80266739248775,133.24142623843224,0.0
1699458149.131579,52,1699458107,171906400,,65.08277274056742,132.2524129862533,0.0
1699458149.1702268,53,1699458107,208919400,,61.72002380243975,131.9631062183874,0.0
1699458149.1986556,54,1699458107,237636900,,54.2731291443006,131.18187559204296,0.0
1699458149.2574735,55,1699458107,297341500,,48.15318302387268,130.65583554376659,0.0
1699458149.297099,56,1699458107,337221900,,42.328887328887326,130.12881712881713,0.0
1699458149.335581,57,1699458107,375893900,,40.17943185904351,129.94030924128012,0.0
1699458149.3665957,58,1699458107,406872100,,35.78313253012048,129.59412650602408,0.0
1699458149.4152439,59,1699458107,455705600,,32.490795142969056,129.3106149627889,0.0
1699458149.4546578,60,1699458107,494920900,,31.269092363054778,129.1579368252699,0.0
1699458149.4946835,61,1699458107,533816800,,30.33427533306419,129.18974566007267,0.0
1699458149.5246117,62,1699458107,565087000,,29.34472817133443,129.10584843492586,0.0
1699458149.571622,63,1699458107,611925700,,29.270661157024794,129.11694214876033,0.0
1699458149.618699,64,1699458107,658749200,,29.23976849937991,129.07606448945845,0.0
1699458149.6653023,65,1699458107,705718000,,29.1473380107305,129.12711514651258,0.0
1699458149.7018332,66,1699458107,741795900,,29.121437422552663,129.1243287897563,0.0
1699458149.759894,67,1699458107,800091500,,29.130074565037283,129.09030654515328,0.0
1699458149.8075197,68,1699458107,847939900,,29.17866004962779,129.20760959470635,0.0
1699458149.8545907,69,1699458107,894771600,,29.14876033057851,129.12685950413223,0.0
1699458149.9041822,70,1699458107,943881800,,29.07854485324514,129.18768085985946,0.0
1699458149.9477112,71,1699458107,988233200,,29.17809917355372,129.19297520661158,0.0
1699458149.9933505,72,1699458108,34004900,,29.177005789909014,129.1852770885029,0.0
1699458150.0403852,73,1699458108,80677500,,29.636811832374693,129.21569433032047,0.0
1699458150.0869699,74,1699458108,127419500,,30.526060606060607,129.31353535353534,0.0
1699458150.1358147,75,1699458108,175304200,,32.086785009861934,129.42682445759368,0.0
1699458150.1839907,76,1699458108,224028300,,34.19109746738296,129.6772831926324,0.0
1699458150.2418623,77,1699458108,282282000,,35.112793338380015,129.7672218016654,0.0
1699458150.2859864,78,1699458108,326286300,,43.76074252320385,130.83843245101409,0.0
1699458150.325383,79,1699458108,363860500,,47.908611019465525,131.26426921807985,0.0
1699458150.352419,80,1699458108,392301000,,58.00906070673513,132.36816671700393,0.0
1699458150.401096,81,1699458108,440523500,,67.99716151007664,133.36871984104457,0.0
1699458150.4453287,82,1699458108,485721900,,80.30225840336135,134.65388655462183,0.0
1699458150.492048,83,1699458108,532375600,,91.19236641221374,135.66488549618322,0.0
1699458150.5388236,84,1699458108,579426300,,101.40109208240258,136.72275999007198,0.0
1699458150.5861928,85,1699458108,626228000,,111.76605058365759,137.83876459143968,0.0
1699458150.6331916,86,1699458108,673168400,,123.03092534428606,139.10388982846098,0.0
1699458150.6794875,87,1699458108,719924400,,132.20736196319018,139.90993865030674,0.0
1699458150.7265222,88,1699458108,766867100,,139.116122601545,140.623224520309,0.0
1699458150.77335,89,1699458108,813787200,,146.56903553299492,141.38451776649745,0.0
1699458150.8206956,90,1699458108,860808200,,152.68816368816368,141.93758093758095,0.0
1699458150.8687093,91,1699458108,908341100,,157.31057385759829,142.36795961742826,0.0
1699458150.91525,92,1699458108,955625000,,161.07586020048768,142.72961257111893,0.0
1699458150.9619813,93,1699458109,2362000,,163.56593406593407,143.16263736263735,0.0
1699458151.007609,94,1699458109,47932800,,164.6730502359145,143.27033028032196,0.0
